Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Action__c,Comments__c,Cost__c,Form__c,Observation__c,Priority__c,Question__c,Work_Order__c,Sequence__c,Service_Template_Section__c,Action_rtf__c,Observation_rtf__c,Question_rtf__c,Action_Guidance__c,Observation_Guidance__c,Question_Guidance__c,Complete__c,Question_Number__c,Action10__c,Action2__c,Action3__c,Action4__c,Action5__c,Action6__c,Action7__c,Action8__c,Action9__c,Observation10__c,Observation2__c,Observation3__c,Observation4__c,Observation5__c,Observation6__c,Observation7__c,Observation8__c,Observation9__c,Overall_Priority__c,Priority10__c,Priority2__c,Priority3__c,Priority4__c,Priority5__c,Priority6__c,Priority7__c,Priority8__c,Priority9__c,Question_Set__c,Sortorder__c,Status__c,Overall_Priority_Water__c,Priority10_Water__c,Priority2_Water__c,Priority3_Water__c,Priority4_Water__c,Priority5_Water__c,Priority6_Water__c,Priority7_Water__c,Priority8_Water__c,Priority9_Water__c,Priority_Water__c,Use_Water_Priority_Picklist__c,Use_Action__c,Image_Question_Refs__c,HasAction__c,STS_Exclude__c,Exclude_Form__c,Action_Summary_Form__c,QuestionSet_Question__c,QS_Question_Number__c,Trace_Action__c,Trace_Observation__c,Case__c,Case2__c,Case3__c,Case4__c,Case5__c,Case6__c,Case7__c,Case8__c,Case9__c,Case10__c,Existing_Case1__c,Existing_Case2__c,Existing_Case3__c,Existing_Case4__c,Existing_Case5__c,Existing_Case6__c,CloseComment1__c,CloseComment2__c,CloseComment3__c,CloseComment4__c,CloseComment5__c,CloseComment6__c,HasExistingCases__c,CloseComment7__c,CloseComment8__c,CloseComment9__c,CloseComment10__c,PlanStudio_IconType__c,PlanStudio_Plancode__c,PlanStudio_Question_Key__c,Position__Latitude__s,Position__Longitude__s,Position__c,What3Words__c
a44R500001dtJA5IAM,0054J000000blVjQAI,false,RAQ-2610713,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Ensure that temperature profiles of stored and incoming water from cold water storage are undertaken on a six monthly basis, along with visual inspections carried out, the hygienic condition noted for levels of sediment, signs of stagnation and the formation of a bio-film. Should visual inspection show that the cistern is deemed to be in a poor hygienic state, then a full physical clean & disinfection should be undertaken, with the cistern re-lined and any remedial works undertaken where applicable. Moderate to High levels of sediment found within the base of the cistern requires the cold water storage cistern to be subject to a full cleaning & disinfection in accordance with ACoP L8 and BS 8558:2011 (replaces BS6700:2006). All such actions must be recorded into an appropriate water services logbook.",,,a3aR5000001QGerIAG,There are no records held on-site to indicate that cold water storage cistern(s) CWS-01 & CWS-02 is / are subject to visual inspection or temperature profiles of stored and incoming water are undertaken on a six monthly basis.,N/A,"Are all cold water storage cistern(s) subject to a thorough visual inspection to determine the hygienic condition of the cistern, with the levels of sediment, signs of stagnation, levels of scale and temperatures noted?",0WOSk000007nqizOAA,9,a3y4L000000XqMOQA0,,,,,,,false,10.9,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphsQAC,10.09,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,"Are all cold water storage cistern(s) subject to a thorough visual inspection to determine the hygienic condition of the cistern, with the levels of sediment, signs of stagnation, levels of scale and temperatures noted?",10.9,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA6IAM,0054J000000blVjQAI,false,RAQ-2610714,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Ensure that temperature profiles of stored and incoming water from cold water storage cisterns are undertaken on a six monthly basis, along with visual inspections carried out, the hygienic condition noted for levels of sediment, signs of stagnation and the formation of a bio-film.",,,a3aR5000001QGerIAG,There are no records held on-site to indicate that cold water storage cistern(s) CWS-01 & CWS-02 are subject to visual inspection or temperature profiles of stored and incoming water are undertaken on a six monthly basis.,N/A,Are temperatures of stored water and incoming water at the ball valve taken at six monthly intervals?,0WOSk000007nqizOAA,10,a3y4L000000XqMOQA0,,,,,,,false,10.10,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphtQAC,10.10,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are temperatures of stored water and incoming water at the ball valve taken at six monthly intervals?,10.10,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA7IAM,0054J000000blVjQAI,false,RAQ-2610715,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"to ensure ACoP L8 compliance. Records of hot water service flow, return and stored water temperatures should be recorded within a suitable water safety logbook.",,,a3aR5000001QGerIAG,"There are no records to indicate that hot water flow, return and stored water temperatures to the hot water services calorifier CAL-01 are recorded on a regular basis as outlined in ACoP L8.",N/A,Are stored water temperatures within the calorifier(s) maintained at 60oC and recorded weekly?,0WOSk000007nqizOAA,1,a3y4L000000XqMOQA0,,,,,,,false,10.1,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphuQAC,10.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are stored water temperatures within the calorifier(s) maintained at 60oC and recorded weekly?,10.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA8IAM,0054J000000blVjQAI,false,RAQ-2610716,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The assessment should be reviewed regularly and, whenever there is reason to suspect that it is no longer valid. An indication of when to review the assessment and what needs to be reviewed should be recorded. This may result from, for example: 1. changes to the water system or its use 2. changes to the use of the building in which the water system is installed 3. the availability of new information about risks or control measures 4. the results of checks indicating that control measures are no longer effective 5. changes to key personnel 6. a case of Legionnaires' disease/legionellosis is associated with the system",,,a3aR5000001QGerIAG,"The ACoP L8 fourth edition states that the assessment should be reviewed regularly and, whenever there is reason to suspect that it is no longer valid.",N/A,Have there been any changes to the use of the building since the last risk assessment?,0WOSk000007nqizOAA,2,a3y4L000000XqMOQA0,,,,,,,false,10.2,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphvQAC,10.02,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Have there been any changes to the use of the building since the last risk assessment?,10.2,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA9IAM,0054J000000blVjQAI,false,RAQ-2610717,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Regular monitoring including where necessary water sampling is required to ensure that control measures are effective and to recognise out of control situations. In addition, a management plan is required to implement effective corrective action and record keeping of all control actions.",,,a3aR5000001QGerIAG,"At the time of the risk assessment, records suggest that control measures are ineffective, with out of range temperature profiles / out of range analytical results etc",N/A,Have there been any poor monitoring results that suggest that control measures are not working.,0WOSk000007nqizOAA,3,a3y4L000000XqMOQA0,,,,,,,false,10.3,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphwQAC,10.03,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Have there been any poor monitoring results that suggest that control measures are not working.,10.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAAIA2,0054J000000blVjQAI,false,RAQ-2610718,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Ensure a regular review of the control scheme including legionella sampling from the affected area, Additionally, records should be kept up to date and available for inspection.",,,a3aR5000001QGerIAG,Information supplied to the Risk Assessor at the time of the Risk Assessment confirm there has been a case/s of legionnaires disease associated with this property.,N/A,Have there been any cases of legionnaires disease associated with the system?,0WOSk000007nqizOAA,4,a3y4L000000XqMOQA0,,,,,,,false,10.4,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphxQAC,10.04,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Have there been any cases of legionnaires disease associated with the system?,10.4,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJABIA2,0054J000000blVjQAI,false,RAQ-2610719,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Ensure that where possible, POU filters are only used as a temporary control measure. A review of the current control measures should be undertaken to determine the cause of a positive legionella sample. Once rectified, all POU filters should be removed and legionella sampling should be continued on a monthly basis, until there is no longer legionella bacteria present. • Records of the start date and lifespan / end date should be made available. Usually, a label with this information is fitted to the filter. These should be renewed and replaced on a frequency determined by the manufacturer. • In healthcare premises, long term usage of these filters may be permitted. Records of the installation / service of POU filters and lifespan / end date should be kept, with filters being renewed and replaced according to manufacturer’s guidelines",,,a3aR5000001QGerIAG,"POU filters have been installed onto specify which outlets throughout the premises, indicating that positive legionella bacterium has been identified. POU filters prevent the discharge of planktonic legionella and other potentially pathogenic microorganisms (bacteria and parasites) from the outlets. POU filters should only be installed as a temporary measure whilst a permanent safe engineering solution is developed.",N/A,Have POU filters been identified within the premises?,0WOSk000007nqizOAA,5,a3y4L000000XqMOQA0,,,,,,,false,10.5,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphyQAC,10.05,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Have POU filters been identified within the premises?,10.5,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJACIA2,0054J000000blVjQAI,false,RAQ-2610720,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,,,,a3aR5000001QGyDIAW,,N/A,This section is not applicable to this property.,0WOSk000007nqizOAA,1,a3y4L000000XqMQQA0,,,,,,,false,9.1,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphzQAC,09.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Is there a Cooling Tower or Evaporative Condenser present on the premises?,9.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJADIA2,0054J000000blVjQAI,false,RAQ-2610721,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,,,,a3aR5000001QGgTIAW,,N/A,This section is not applicable to this property.,0WOSk000007nqizOAA,1,a3y4L000000XqMjQAK,,,,,,,false,11.1,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi0QAC,11.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,"Are there any other high risk systems such as hydrotherapy pools, spa baths, vehicle washes, irrigation systems, Jacuzzis etc.?",11.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAEIA2,0054J000000blVjQAI,false,RAQ-2610722,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,,,,a3aR5000001QGgTIAW,,N/A,ASSESSOR TO ADD QUESTION,0WOSk000007nqizOAA,3,a3y4L000000XqMjQAK,,,,,,,false,11.3,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi1QAC,11.03,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,ASSESSOR TO ADD QUESTION,11.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAFIA2,0054J000000blVjQAI,false,RAQ-2610723,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Verify that appropriate employees are competently trained in relation to Legionella & Water Safety. Where it is believed that employees are not suitably trained / qualified, consideration should be given to training responsible management and employees on a certified “Legionellosis Awareness Course” and adequately documenting this.",,,a3aR5000001QGi5IAG,It could not be verified if responsible persons within JD Sports Fashion PLC have adequate training & knowledge of Water Safety / Legionella Safety.,N/A,Has a person been given management responsibility for ensuring that risk assessment precautions are implemented?,0WOSk000007nqizOAA,1,a3y4L000000XqMaQAK,,,,,,,false,12.1,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi2QAC,12.01,Not Done,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medium,true,,,true,,false,,Has a person been given management responsibility for ensuring that risk assessment precautions are implemented?,12.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAGIA2,0054J000000blVjQAI,false,RAQ-2610724,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"A water services logbook or e-logbook system should be set up to include domestic water services and held on site. The water services logbook must include a management structure & contact details to show full lines of management communications within JD Sports Fashion PLC and the building representatives, should be produced. In addition, the following management system sections should be included into an appropriate water services logbook: -Log detailing visits by contractors -Faults Log -Correspondence -Out of date information",,,a3aR5000001QGi5IAG,There were no records available at the time of the Risk Assessment identifying that a competent person has been given responsibility for ensuring that risk assessment precautions and control measures are implemented.,N/A,Has a competent person been appointed to implement control measures?,0WOSk000007nqizOAA,2,a3y4L000000XqMaQAK,,,,,,,false,12.2,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi3QAC,12.02,Not Done,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medium,true,,,true,,false,,Has a competent person been appointed to implement control measures?,12.2,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAHIA2,0054J000000blVjQAI,false,RAQ-2610725,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,A water services logbook or e-logbook system should be set up to include domestic water services and held on site. The water services logbook must include a management structure and contact details to show full lines of management communications within JD Sports Fashion PLC and the building representatives should be produced.,,,a3aR5000001QGi5IAG,There were no records available at the time of the Risk Assessment identifying that a nominated responsible person has been given management responsibility for ensuring that risk assessment precautions and control measures are implemented.,N/A,Is there a water services logbook with lines of communication and up to date records?,0WOSk000007nqizOAA,3,a3y4L000000XqMaQAK,,,,,,,false,12.3,,"Ensure that the Responsible Persons section of the Water Services logbook is amended to clearly identify lines of communication with names, telephone numbers and email addresses of all nominated persons. The Water Services logbook must be subject to periodic review to ensure that the Responsible Persons section of the Water Services logbook is up to date.",,,,,,,,,The Responsible Persons section of the Water Services logbook requires amendment to reflect the changes of personnel within <>.,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi4QAC,12.03,Not Done,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medium,true,,,true,,false,,Is there a water services logbook with lines of communication and up to date records?,12.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAIIA2,0054J000000blVjQAI,false,RAQ-2610726,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Consideration should be given to training responsible management on a certified ‘Legionella Awareness Course’ and ensure it is adequately documented. Please Note: the Store Manager is required to undertake monthly temperature profiles and formally record this within the H&S/FS logbook. The Store Manager has not received any formal or informal training and is unaware of the potential risks; Hot Water: 50 to 60 degrees C (after 1 min of flushing) Cold Water: Less than 20 degrees C (after 2 min of flushing) Thermostatically Mixed Water: 37 to 42 degrees C  plus or minus 1 degree (at TMV or thermo tap outlet). Temperatures in excess of 60 degrees C can present risk of scalding and should be avoided.,,,a3aR5000001QGi5IAG,It could not be verified if responsible persons for Health & Safety have received Water Safety / Legionella Basic Awareness training.,N/A,Are persons responsible for the management of legionella and the implementation of risk assessment precautions adequately trained?,0WOSk000007nqizOAA,4,a3y4L000000XqMaQAK,,,,,,,false,12.4,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi5QAC,12.04,Not Done,Low,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Low,true,,,true,,false,,Are persons responsible for the management of legionella and the implementation of risk assessment precautions adequately trained?,12.4,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAJIA2,0054J000000blVjQAI,false,RAQ-2610727,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Amend the schematic drawings to reflect the changes to the water supply system.,,,a3aR5000001QGi5IAG,The schematics diagrams produced by assessor to insert require amendment to reflect the changes to the water supply system.,N/A,Is there a simple description and a schematic drawing of the system?,0WOSk000007nqizOAA,5,a3y4L000000XqMaQAK,,,,,,,false,12.5,,Refer to “as built” / architectural drawings or employ a competent & approved person to prepare simplistic two dimensional schematic drawings of the water supply system.,,,,,,,,,No schematics diagrams were available for inspection.,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi6QAC,12.05,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is there a simple description and a schematic drawing of the system?,12.5,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAKIA2,0054J000000blVjQAI,false,RAQ-2610728,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"It should be ensured that a written procedure is adhered to when undertaking maintenance work of heating F & E water systems, fire sprinkler system and fire hose reel system to prevent the creation of an aerosol and the dissemination of Legionella bacteria. Precautionary measures include minimising the number of persons present and by the use of respiratory protection where necessary.",,,a3aR5000001QGi5IAG,"No documentation was available for inspection regarding maintenance work of heating water systems, fire sprinkler system and fire hose reel system to prevent the creation of an aerosol and the dissemination of Legionella.",N/A,Is there a written procedure for undertaking maintenance work of fire systems / closed circuit systems to prevent the creation of an aerosol and the dissemination of Legionella bacteria.,0WOSk000007nqizOAA,6,a3y4L000000XqMaQAK,,,,,,,false,12.6,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi7QAC,12.06,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is there a written procedure for undertaking maintenance work of fire systems / closed circuit systems to prevent the creation of an aerosol and the dissemination of Legionella bacteria.,12.6,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJALIA2,0054J000000blVjQAI,false,RAQ-2610729,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Ensure a planned preventative maintenance programme is implemented maintained and monitored to prevent the risk of Legionellosis. In addition all actions that need to be taken to reduce the bacterial growth potential or any other action is required to reduce the overall risk.,,,a3aR5000001QGjhIAG,There are no records held on-site to indicate that water systems been included in a planned preventative maintenance programme for the building.,N/A,Have the water systems been included in a planned preventative maintenance programme for the building?,0WOSk000007nqizOAA,1,a3y4L000000XqMlQAK,,,,,,,false,13.1,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi8QAC,13.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Have the water systems been included in a planned preventative maintenance programme for the building?,13.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAMIA2,0054J000000blVjQAI,false,RAQ-2610730,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The ACoP L8 recommends as “good practice” that water samples are collected for microbiological analysis on a 6 monthly basis. There is no legal requirement for water samples to be collected for analysis, however to illustrate “due diligence” it is prudent to undertake a regime of water quality monitoring, to ensure that the conditions within the water systems do not support and encourage proliferation of Legionella bacteria and other water-borne bacteria. Typical water monitoring regime includes: Mains Cold Water - Total Viable Counts (TVC's) at 22 & 37, Total Coliforms & E-coli Cold Water Services - Legionella, Total Viable Counts (TVC's) at 22 & 37, Total Coliforms & E-coli Hot Water Services – Legionella only",,,a3aR5000001QGjhIAG,There are no records held on-site to indicate that water samples are collected on a six monthly basis.,N/A,"Has legionella sampling been carried out where control levels (temperature, biocide etc.) of the treatment regime have not been maintained at the required level?   Where water sampling has been carried out was it completed by a UKAS accredited laboratory?",0WOSk000007nqizOAA,2,a3y4L000000XqMlQAK,,,,,,,false,13.2,,"Where monitoring for legionella is considered appropriate in hot and cold water systems, sampling should be carried out in accordance with BS 7592 Sampling for Legionella organisms in water and related materials. These should ideally be carried out on a 6 monthly basis. Analysis of water samples for legionella should be performed in UKAS-accredited laboratories with the current ISO standard methods for the detection and enumeration of legionella included within the scope of accreditation. These laboratories should also take part in a water microbiology proficiency testing scheme (such as that run by PHE or an equivalent scheme accredited to ISO 17043). Alternative quantitative testing methods may be used as long as they have been validated using ISO 17994 and meet the required sensitivity and specificity. Typical water monitoring regime includes: • Mains Cold Water - Total Viable Counts (TVC's) at 22 & 37, Total Coliforms & E-coli • Cold Water Services - Legionella, Total Viable Counts (TVC's) at 22 & 37, Total Coliforms & E-coli • Hot Water Services – Legionella only Subsequent records of sampling should be kept within a log book for a period of up to 5 years. ",,,,,,,,,"Although microbiological samples are not usually required on a system supplied by mains cold water, there is currently an inadequate control scheme within the premises.  As temperature profiles are taken quarterly / bi-annually / annually, it is impossible to determine whether hot and cold water temperatures are in the required parameters stipulated in HSG 274 part 2. Legionella sampling should be considered when the target control parameters are not met ( i.e where temperatures are below 50 °C for hot water services  or exceed 20 °C for cold water systems) as outlined within HSG 274 part 2, paragraphs 2.120 to 2.124. Sampling should also be considered from areas subject to low usage, stagnation, excess storage capacity, dead legs / blind ends, excessive heat loss / heat gain, cross flow from the water system or any other anomaly.",,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000Lpi9QAC,13.02,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,"Has legionella sampling been carried out where control levels (temperature, biocide etc.) of the treatment regime have not been maintained at the required level?  

Where water sampling has been carried out was it completed by a UKAS accredited laboratory?",13.2,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJANIA2,0054J000000blVjQAI,false,RAQ-2610731,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Request that your preferred Water Safety contractor provides a Water Safety / Water Hygiene records logbook to enable up to date water safety monitoring records to be formally recorded to illustrate “Due Diligence”.,,,a3aR5000001QGjhIAG,No formal Water Safety / Water Hygiene records were available for inspection.,N/A,Are there suitable formal Water Safety maintenance & monitoring records?,0WOSk000007nqizOAA,3,a3y4L000000XqMlQAK,,,,,,,false,13.3,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LpiAQAS,13.03,Not Done,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medium,true,,,true,,false,,Are there suitable formal Water Safety maintenance & monitoring records?,13.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJAOIA2,0054J000000blVjQAI,false,RAQ-2610732,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Replace the eye wash bottles to ensure that the Water Treatment Engineer has access to sterile eye wash facilities in the event of spills or splashes of Water Treatment Chemicals.,,,a3aR5000001QGjhIAG,The eye wash bottles in the assessor to describe are due to expire in mm/yy.   /   expired in mm/yy.,N/A,Are the sterile eye wash bottles readily available and in date?,0WOSk000007nqizOAA,4,a3y4L000000XqMlQAK,,,,,,,false,13.4,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LpiBQAS,13.04,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are the sterile eye wash bottles readily available and in date?,13.4,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
